longitude,latitude,alt,temp,prec,hum,dist_aqua
31.4,-15.3,741.015625,29.80276871,86.94166565,64.69166565,7.872000217
31.4,-15.23333333,799.328125,29.42082787,86.94166565,64.69166565,14.46700001
31.4,-15.16666667,821.8125,29.39888763,86.94166565,64.69166565,21.60499954
31.4,-15.1,857.59375,29.14567757,90.29166412,64.57499695,28.88599968
31.4,-15.03333333,853.609375,29.33080101,90.29166412,64.57499695,36.22399902
31.4,-14.96666667,853.296875,29.50219727,92.07499695,64.40000153,43.5909996
31.4,-14.9,880.140625,29.1599865,92.07499695,64.40000153,47.35900116
31.4,-14.83333333,916.078125,28.96904755,92.07499695,64.40000153,40.08399963
31.4,-14.76666667,949.109375,28.90017128,92.31666565,64.23332977,32.875
31.4,-14.7,979.671875,28.75112152,92.31666565,64.23332977,25.78800011
31.4,-14.63333333,996.4375,28.75151062,91.18333435,64.05000305,23.125
31.46666667,-22.96666667,369.4166667,30.736166,38.73333359,66.90833282,12.48099995
31.46666667,-22.9,406.8181818,30.35238838,38.73333359,66.90833282,8.967000008
31.46666667,-22.83333333,449.9818182,30.06483269,38.73333359,66.90833282,9.437000275
31.46666667,-22.76666667,450.296875,30.27639008,41.67499924,67.01667023,14.06900024
31.46666667,-22.7,487.75,30.10835075,41.67499924,67.01667023,20.41799927
